	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV8263	NA	NA	NA	NA	NA	NA	NA
ASV8264	NA	NA	NA	NA	NA	NA	NA
ASV8265	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	NA
ASV8266	NA	NA	NA	NA	NA	NA	NA
ASV8267	NA	NA	NA	NA	NA	NA	NA
ASV8268	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV8269	Fungi	NA	NA	NA	NA	NA	NA
ASV8270	NA	NA	NA	NA	NA	NA	NA
ASV8271	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV8272	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV8273	Fungi	NA	NA	NA	NA	NA	NA
ASV8274	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	Cordana	Cordana ellipsoidea
ASV8275	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	NA
ASV8276	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Hypoxylon	NA
ASV8277	Fungi	NA	NA	NA	NA	NA	NA
ASV8278	Fungi	NA	NA	NA	NA	NA	NA
ASV8279	NA	NA	NA	NA	NA	NA	NA
ASV8280	Fungi	NA	NA	NA	NA	NA	NA
ASV8281	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Hypoxylon	NA
ASV8282	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	Ochroconis musae
ASV8283	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
ASV8284	NA	NA	NA	NA	NA	NA	NA
ASV8285	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV8286	Fungi	NA	NA	NA	NA	NA	NA
ASV8287	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella oryzae
ASV8288	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV8289	NA	NA	NA	NA	NA	NA	NA
ASV8290	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	NA	NA
ASV8291	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV8292	Fungi	NA	NA	NA	NA	NA	NA
ASV8293	Fungi	NA	NA	NA	NA	NA	NA
ASV8294	NA	NA	NA	NA	NA	NA	NA
ASV8295	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Cladobotryum	NA
ASV8296	NA	NA	NA	NA	NA	NA	NA
ASV8297	Fungi	NA	NA	NA	NA	NA	NA
ASV8298	Fungi	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	Phaeoacremonium parasiticum
ASV8299	Fungi	NA	NA	NA	NA	NA	NA
ASV8300	NA	NA	NA	NA	NA	NA	NA
ASV8301	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV8302	Fungi	NA	NA	NA	NA	NA	NA
ASV8303	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
ASV8304	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	NA	Entrophospora	NA
ASV8305	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV8306	Fungi	NA	NA	NA	NA	NA	NA
ASV8307	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	NA
ASV8308	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV8309	NA	NA	NA	NA	NA	NA	NA
ASV8310	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	NA
ASV8311	Fungi	NA	NA	NA	NA	NA	NA
ASV8312	NA	NA	NA	NA	NA	NA	NA
ASV8313	Fungi	Ascomycota	Archaeorhizomycetes	NA	NA	NA	NA
ASV8314	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV8315	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV8316	Fungi	Glomeromycota	Glomeromycetes	Glomerales	NA	NA	NA
ASV8317	NA	NA	NA	NA	NA	NA	NA
ASV8318	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia lunata
ASV8319	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula toruloides
ASV8320	NA	NA	NA	NA	NA	NA	NA
ASV8321	NA	NA	NA	NA	NA	NA	NA
ASV8322	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Lepista	NA
ASV8323	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
ASV8324	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV8325	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Lasionectria	NA
ASV8326	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV8327	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium immaculatum
ASV8328	Fungi	NA	NA	NA	NA	NA	NA
ASV8329	Fungi	Ascomycota	Archaeorhizomycetes	NA	NA	NA	NA
ASV8330	NA	NA	NA	NA	NA	NA	NA
ASV8331	Fungi	NA	NA	NA	NA	NA	NA
ASV8332	Fungi	Rozellomycota	NA	NA	NA	NA	NA
ASV8333	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	Saitozyma paraflava
ASV8334	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	NA	NA
ASV8335	NA	NA	NA	NA	NA	NA	NA
ASV8336	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV8337	Fungi	NA	NA	NA	NA	NA	NA
ASV8338	NA	NA	NA	NA	NA	NA	NA
ASV8339	Fungi	NA	NA	NA	NA	NA	NA
ASV8340	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV8341	NA	NA	NA	NA	NA	NA	NA
ASV8342	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV8343	NA	NA	NA	NA	NA	NA	NA
ASV8344	Fungi	NA	NA	NA	NA	NA	NA
ASV8345	NA	NA	NA	NA	NA	NA	NA
ASV8346	NA	NA	NA	NA	NA	NA	NA
ASV8347	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
ASV8348	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	Spiromastix	Spiromastix warcupii
ASV8349	NA	NA	NA	NA	NA	NA	NA
ASV8350	NA	NA	NA	NA	NA	NA	NA
ASV8351	NA	NA	NA	NA	NA	NA	NA
ASV8352	Fungi	NA	NA	NA	NA	NA	NA
ASV8353	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	NA
ASV8354	Fungi	NA	NA	NA	NA	NA	NA
ASV8355	NA	NA	NA	NA	NA	NA	NA
ASV8356	NA	NA	NA	NA	NA	NA	NA
ASV8357	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	NA	NA
ASV8358	Fungi	NA	NA	NA	NA	NA	NA
ASV8359	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	NA
ASV8360	Fungi	NA	NA	NA	NA	NA	NA
ASV8361	Fungi	NA	NA	NA	NA	NA	NA
ASV8362	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
ASV8363	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
ASV8364	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV8365	Fungi	NA	NA	NA	NA	NA	NA
ASV8366	Fungi	NA	NA	NA	NA	NA	NA
ASV8367	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	Sporothrix inflata
ASV8368	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zasmidium	Zasmidium syzygii
ASV8369	Fungi	Ascomycota	Orbiliomycetes	NA	NA	NA	NA
ASV8370	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia prolifica
ASV8371	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	NA	NA
ASV8372	Fungi	NA	NA	NA	NA	NA	NA
ASV8373	NA	NA	NA	NA	NA	NA	NA
ASV8374	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
ASV8375	NA	NA	NA	NA	NA	NA	NA
ASV8376	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
ASV8377	NA	NA	NA	NA	NA	NA	NA
ASV8378	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	NA	NA
ASV8379	Fungi	NA	NA	NA	NA	NA	NA
ASV8380	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	NA
ASV8381	Fungi	NA	NA	NA	NA	NA	NA
ASV8382	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
ASV8383	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	Ochroconis ramosa
ASV8384	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	NA	NA	NA
ASV8385	NA	NA	NA	NA	NA	NA	NA
ASV8386	Fungi	NA	NA	NA	NA	NA	NA
ASV8387	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV8388	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	NA
ASV8389	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV8390	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV8391	Fungi	NA	NA	NA	NA	NA	NA
ASV8392	NA	NA	NA	NA	NA	NA	NA
ASV8393	Fungi	Entorrhizomycota	NA	NA	NA	NA	NA
ASV8394	NA	NA	NA	NA	NA	NA	NA
ASV8395	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV8396	Fungi	NA	NA	NA	NA	NA	NA
ASV8397	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
ASV8398	Fungi	NA	NA	NA	NA	NA	NA
ASV8399	NA	NA	NA	NA	NA	NA	NA
ASV8400	NA	NA	NA	NA	NA	NA	NA
ASV8401	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	NA
ASV8402	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myrothecium	NA
ASV8403	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
ASV8404	Fungi	NA	NA	NA	NA	NA	NA
ASV8405	Fungi	NA	NA	NA	NA	NA	NA
ASV8406	NA	NA	NA	NA	NA	NA	NA
ASV8407	NA	NA	NA	NA	NA	NA	NA
ASV8408	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV8409	Fungi	NA	NA	NA	NA	NA	NA
ASV8410	NA	NA	NA	NA	NA	NA	NA
ASV8411	NA	NA	NA	NA	NA	NA	NA
ASV8412	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV8413	Fungi	NA	NA	NA	NA	NA	NA
ASV8414	Fungi	NA	NA	NA	NA	NA	NA
ASV8415	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	NA	NA
ASV8416	Fungi	NA	NA	NA	NA	NA	NA
ASV8417	Fungi	NA	NA	NA	NA	NA	NA
ASV8418	NA	NA	NA	NA	NA	NA	NA
ASV8419	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV8420	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
ASV8421	NA	NA	NA	NA	NA	NA	NA
ASV8422	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
ASV8423	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV8424	Fungi	NA	NA	NA	NA	NA	NA
ASV8425	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	NA
ASV8426	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV8427	NA	NA	NA	NA	NA	NA	NA
ASV8428	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA
ASV8429	Fungi	NA	NA	NA	NA	NA	NA
ASV8430	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	NA
ASV8431	Fungi	NA	NA	NA	NA	NA	NA
ASV8432	NA	NA	NA	NA	NA	NA	NA
ASV8433	NA	NA	NA	NA	NA	NA	NA
ASV8434	Fungi	NA	NA	NA	NA	NA	NA
ASV8435	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	NA
ASV8436	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
ASV8437	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	NA
ASV8438	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Epibryaceae	Epibryon	Epibryon hepaticicola
ASV8439	NA	NA	NA	NA	NA	NA	NA
ASV8440	Fungi	NA	NA	NA	NA	NA	NA
ASV8441	NA	NA	NA	NA	NA	NA	NA
ASV8442	NA	NA	NA	NA	NA	NA	NA
ASV8443	NA	NA	NA	NA	NA	NA	NA
ASV8444	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	NA	NA
ASV8445	NA	NA	NA	NA	NA	NA	NA
ASV8446	Fungi	NA	NA	NA	NA	NA	NA
ASV8447	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	NA
ASV8448	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Paracylindrocarpon	Paracylindrocarpon aloicola
ASV8449	Fungi	Kickxellomycota	NA	NA	NA	NA	NA
ASV8450	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	NA
ASV8451	NA	NA	NA	NA	NA	NA	NA
ASV8452	Fungi	NA	NA	NA	NA	NA	NA
ASV8453	NA	NA	NA	NA	NA	NA	NA
ASV8454	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	NA	NA
ASV8455	Fungi	Mortierellomycota	NA	NA	NA	NA	NA
ASV8456	Fungi	NA	NA	NA	NA	NA	NA
ASV8457	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV8458	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	NA
ASV8459	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces atricola
ASV8460	NA	NA	NA	NA	NA	NA	NA
ASV8461	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	NA
ASV8462	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	NA
ASV8463	Fungi	NA	NA	NA	NA	NA	NA
ASV8464	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV8465	Fungi	NA	NA	NA	NA	NA	NA
ASV8466	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Hawksworthiomyces	Hawksworthiomyces hibbettii
ASV8467	Fungi	NA	NA	NA	NA	NA	NA
ASV8468	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV8469	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV8470	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
ASV8471	Fungi	NA	NA	NA	NA	NA	NA
ASV8472	NA	NA	NA	NA	NA	NA	NA
ASV8473	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV8474	Fungi	NA	NA	NA	NA	NA	NA
ASV8475	Fungi	NA	NA	NA	NA	NA	NA
ASV8476	Fungi	NA	NA	NA	NA	NA	NA
ASV8477	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	NA
ASV8478	NA	NA	NA	NA	NA	NA	NA
ASV8479	NA	NA	NA	NA	NA	NA	NA
ASV8480	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV8481	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	NA
ASV8482	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Flavodon	NA
ASV8483	Fungi	NA	NA	NA	NA	NA	NA
ASV8484	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV8485	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	NA
ASV8486	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium ornatum
ASV8487	NA	NA	NA	NA	NA	NA	NA
ASV8488	NA	NA	NA	NA	NA	NA	NA
ASV8489	Fungi	NA	NA	NA	NA	NA	NA
ASV8490	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Kurtzmanomyces	Kurtzmanomyces insolitus
ASV8491	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	NA
ASV8492	Fungi	NA	NA	NA	NA	NA	NA
ASV8493	Fungi	NA	NA	NA	NA	NA	NA
ASV8494	Fungi	NA	NA	NA	NA	NA	NA
ASV8495	Fungi	Ascomycota	Sordariomycetes	Conioscyphales	NA	NA	NA
ASV8496	NA	NA	NA	NA	NA	NA	NA
ASV8497	NA	NA	NA	NA	NA	NA	NA
ASV8498	Fungi	NA	NA	NA	NA	NA	NA
ASV8499	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
ASV8500	Fungi	NA	NA	NA	NA	NA	NA
ASV8501	NA	NA	NA	NA	NA	NA	NA
ASV8502	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV8503	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Oehlia	Oehlia diaphana
ASV8504	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV8505	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV8506	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	NA	Entrophospora	NA
ASV8507	NA	NA	NA	NA	NA	NA	NA
ASV8508	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	NA	NA
ASV8509	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV8510	NA	NA	NA	NA	NA	NA	NA
ASV8511	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Pseudodictyosporium	Pseudodictyosporium wauense
ASV8512	Fungi	NA	NA	NA	NA	NA	NA
ASV8513	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV8514	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae	Falciformispora	Falciformispora senegalensis
ASV8515	Fungi	NA	NA	NA	NA	NA	NA
ASV8516	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV8517	Fungi	NA	NA	NA	NA	NA	NA
ASV8518	NA	NA	NA	NA	NA	NA	NA
ASV8519	NA	NA	NA	NA	NA	NA	NA
ASV8520	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium austrohemisphaericum
ASV8521	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	NA
ASV8522	NA	NA	NA	NA	NA	NA	NA
ASV8523	NA	NA	NA	NA	NA	NA	NA
ASV8524	NA	NA	NA	NA	NA	NA	NA
ASV8525	NA	NA	NA	NA	NA	NA	NA
ASV8526	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV8527	Fungi	Basidiomycota	NA	NA	NA	NA	NA
ASV8528	NA	NA	NA	NA	NA	NA	NA
ASV8529	NA	NA	NA	NA	NA	NA	NA
ASV8530	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Arthroderma	Arthroderma multifidum
ASV8531	NA	NA	NA	NA	NA	NA	NA
ASV8532	NA	NA	NA	NA	NA	NA	NA
ASV8533	Fungi	NA	NA	NA	NA	NA	NA
ASV8534	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA
ASV8535	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA
ASV8536	NA	NA	NA	NA	NA	NA	NA
ASV8537	NA	NA	NA	NA	NA	NA	NA
ASV8538	Fungi	NA	NA	NA	NA	NA	NA
ASV8539	NA	NA	NA	NA	NA	NA	NA
ASV8540	NA	NA	NA	NA	NA	NA	NA
ASV8541	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
ASV8542	NA	NA	NA	NA	NA	NA	NA
ASV8543	Fungi	NA	NA	NA	NA	NA	NA
ASV8544	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV8545	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	Ganoderma nasalanense
ASV8546	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	NA	NA
ASV8547	NA	NA	NA	NA	NA	NA	NA
ASV8548	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
ASV8549	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	NA
ASV8550	Fungi	NA	NA	NA	NA	NA	NA
ASV8551	NA	NA	NA	NA	NA	NA	NA
ASV8552	Fungi	NA	NA	NA	NA	NA	NA
ASV8553	Fungi	NA	NA	NA	NA	NA	NA
ASV8554	Fungi	Ascomycota	Archaeorhizomycetes	NA	NA	NA	NA
ASV8555	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV8556	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
ASV8557	Fungi	NA	NA	NA	NA	NA	NA
ASV8558	NA	NA	NA	NA	NA	NA	NA
ASV8559	Fungi	NA	NA	NA	NA	NA	NA
ASV8560	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV8561	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Gymnoascus	NA
ASV8562	NA	NA	NA	NA	NA	NA	NA
ASV8563	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	NA	NA
ASV8564	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
ASV8565	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium laeve
ASV8566	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV8567	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	NA	Entrophospora	NA
ASV8568	Fungi	NA	NA	NA	NA	NA	NA
ASV8569	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV8570	Fungi	NA	NA	NA	NA	NA	NA
ASV8571	Fungi	NA	NA	NA	NA	NA	NA
ASV8572	Fungi	NA	NA	NA	NA	NA	NA
ASV8573	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	NA
ASV8574	NA	NA	NA	NA	NA	NA	NA
ASV8575	Fungi	NA	NA	NA	NA	NA	NA
ASV8576	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium citrinum
ASV8577	NA	NA	NA	NA	NA	NA	NA
ASV8578	NA	NA	NA	NA	NA	NA	NA
ASV8579	Fungi	Rozellomycota	NA	NA	NA	NA	NA
ASV8580	Fungi	NA	NA	NA	NA	NA	NA
ASV8581	Fungi	NA	NA	NA	NA	NA	NA
ASV8582	Fungi	NA	NA	NA	NA	NA	NA
ASV8583	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV8584	Fungi	NA	NA	NA	NA	NA	NA
ASV8585	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Acremonium	Acremonium brachypenium
ASV8586	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Micropsalliota	Micropsalliota megaspora
ASV8587	Fungi	NA	NA	NA	NA	NA	NA
ASV8588	Fungi	NA	NA	NA	NA	NA	NA
ASV8589	Fungi	NA	NA	NA	NA	NA	NA
ASV8590	NA	NA	NA	NA	NA	NA	NA
ASV8591	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV8592	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	NA
ASV8593	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV8594	Fungi	NA	NA	NA	NA	NA	NA
ASV8595	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV8596	Fungi	Glomeromycota	Glomeromycetes	Glomerales	NA	NA	NA
ASV8597	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
ASV8598	Fungi	Ascomycota	Dothideomycetes	Venturiales	NA	NA	NA
ASV8599	Fungi	NA	NA	NA	NA	NA	NA
ASV8600	Fungi	NA	NA	NA	NA	NA	NA
ASV8601	NA	NA	NA	NA	NA	NA	NA
ASV8602	NA	NA	NA	NA	NA	NA	NA
ASV8603	Fungi	Monoblepharomycota	Monoblepharidomycetes	Monoblepharidales	Oedogoniomycetaceae	Oedogoniomyces	NA
ASV8604	Fungi	NA	NA	NA	NA	NA	NA
ASV8605	NA	NA	NA	NA	NA	NA	NA
ASV8606	NA	NA	NA	NA	NA	NA	NA
ASV8607	NA	NA	NA	NA	NA	NA	NA
ASV8608	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV8609	Fungi	NA	NA	NA	NA	NA	NA
ASV8610	Fungi	NA	NA	NA	NA	NA	NA
ASV8611	Fungi	NA	NA	NA	NA	NA	NA
ASV8612	NA	NA	NA	NA	NA	NA	NA
ASV8613	Fungi	NA	NA	NA	NA	NA	NA
ASV8614	NA	NA	NA	NA	NA	NA	NA
ASV8615	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium simplicissimum
ASV8616	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	Strelitziana	NA
ASV8617	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	NA	NA
ASV8618	Fungi	NA	NA	NA	NA	NA	NA
ASV8619	NA	NA	NA	NA	NA	NA	NA
ASV8620	NA	NA	NA	NA	NA	NA	NA
ASV8621	Fungi	NA	NA	NA	NA	NA	NA
ASV8622	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Gaertneriomyces	Gaertneriomyces tenuis
ASV8623	Fungi	Chytridiomycota	Cladochytriomycetes	Cladochytriales	NA	Catenochytridium	NA
ASV8624	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	NA	NA
ASV8625	Fungi	NA	NA	NA	NA	NA	NA
ASV8626	Fungi	Basidiomycota	NA	NA	NA	NA	NA
ASV8627	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	NA	NA
ASV8628	NA	NA	NA	NA	NA	NA	NA
ASV8629	Fungi	NA	NA	NA	NA	NA	NA
ASV8630	Fungi	NA	NA	NA	NA	NA	NA
